Date Time,Air Temperature,Water Level,Water Level Sigma,Wind Speed,Wind Direction,Wind Gust
2020-05-31 08:48:00,75.9,1.276,0.259,5.44,303.00,5.83
2020-05-31 08:54:00,76.1,1.243,0.344,5.64,301.00,6.41
2020-05-31 09:00:00,76.5,1.247,0.305,3.69,299.00,6.22
2020-05-31 09:06:00,75.9,1.217,0.381,1.94,238.00,4.08
2020-05-31 09:12:00,75.9,1.257,0.292,3.30,255.00,4.86
2020-05-31 09:18:00,75.7,1.322,0.302,3.30,277.00,4.67
2020-05-31 09:24:00,75.9,1.348,0.295,3.11,283.00,4.47
2020-05-31 09:30:00,75.7,1.355,0.322,3.69,283.00,4.67
2020-05-31 09:36:00,75.9,1.388,0.295,3.89,282.00,4.67
2020-05-31 09:42:00,76.1,1.375,0.318,4.28,289.00,5.25
2020-05-31 09:48:00,76.1,1.342,0.325,4.86,297.00,5.83
2020-05-31 09:54:00,76.1,1.401,0.276,5.25,298.00,6.61
2020-05-31 10:00:00,76.3,1.421,0.256,5.44,300.00,6.22
2020-05-31 10:06:00,76.5,1.440,0.331,5.05,306.00,6.41
2020-05-31 10:12:00,76.1,1.427,0.302,5.25,309.00,5.83
2020-05-31 10:18:00,75.9,1.460,0.371,4.67,294.00,6.03
2020-05-31 10:24:00,76.1,1.411,0.266,5.05,296.00,5.83
2020-05-31 10:30:00,76.3,1.430,0.315,4.86,300.00,6.22
2020-05-31 10:36:00,76.1,1.434,0.364,4.67,304.00,6.41
2020-05-31 10:42:00,76.1,1.381,0.272,4.86,301.00,5.83
2020-05-31 10:48:00,76.5,1.371,0.302,4.28,295.00,5.44
2020-05-31 10:54:00,76.5,1.394,0.272,4.86,298.00,5.83
2020-05-31 11:00:00,76.5,1.414,0.276,4.67,296.00,6.41
2020-05-31 11:06:00,76.3,1.516,0.295,5.25,303.00,6.22
2020-05-31 11:12:00,76.5,1.542,0.289,5.64,307.00,7.39
2020-05-31 11:18:00,76.3,1.512,0.358,5.25,299.00,6.41
2020-05-31 11:24:00,76.5,1.611,0.282,4.47,293.00,5.83
2020-05-31 11:30:00,76.6,1.627,0.322,4.86,302.00,5.83
2020-05-31 11:36:00,76.6,1.585,0.285,5.44,313.00,6.41
2020-05-31 11:42:00,76.6,1.660,0.259,5.64,312.00,6.41
2020-05-31 11:48:00,76.8,1.713,0.246,6.61,313.00,7.19
2020-05-31 11:54:00,77.2,1.696,0.249,7.00,312.00,8.16
2020-05-31 12:00:00,77.4,1.647,0.292,6.80,318.00,8.16
2020-05-31 12:06:00,77.7,1.755,0.289,6.22,318.00,7.97
2020-05-31 12:12:00,78.1,1.778,0.253,6.61,336.00,7.97
2020-05-31 12:18:00,78.3,1.703,0.240,9.52,17.00,10.11
2020-05-31 12:24:00,79.7,1.781,0.285,10.11,23.00,11.08
2020-05-31 12:30:00,80.2,1.762,0.282,9.72,23.00,11.86
2020-05-31 12:36:00,80.2,1.890,0.299,9.14,25.00,10.89
2020-05-31 12:42:00,79.9,1.886,0.289,9.14,27.00,10.30
2020-05-31 12:48:00,80.1,1.870,0.266,10.11,35.00,12.05
2020-05-31 12:54:00,80.2,1.949,0.253,10.30,32.00,12.44
2020-05-31 13:00:00,79.5,2.008,0.279,10.30,37.00,12.25
2020-05-31 13:06:00,79.5,1.998,0.256,10.69,31.00,12.63
2020-05-31 13:12:00,79.7,1.969,0.289,8.94,34.00,10.89
2020-05-31 13:18:00,79.5,1.978,0.272,9.72,32.00,10.89
2020-05-31 13:24:00,79.9,2.136,0.240,9.72,24.00,11.47
2020-05-31 13:30:00,79.9,2.100,0.253,8.94,28.00,10.50
2020-05-31 13:36:00,79.7,1.985,0.236,7.78,62.00,8.94
2020-05-31 13:42:00,79.5,2.011,0.272,5.83,53.00,7.78
2020-05-31 13:48:00,79.7,1.942,0.220,4.47,49.00,5.83
2020-05-31 13:54:00,79.9,1.965,0.243,5.05,47.00,5.64
2020-05-31 14:00:00,78.8,2.087,0.256,9.14,14.00,11.66
2020-05-31 14:06:00,77.4,2.037,0.226,12.25,342.00,14.97
2020-05-31 14:12:00,76.8,2.178,0.233,10.11,339.00,15.75
2020-05-31 14:18:00,76.6,2.146,0.236,11.08,344.00,14.00
2020-05-31 14:24:00,76.3,2.156,0.282,12.25,344.00,14.97
2020-05-31 14:30:00,76.5,2.238,0.243,15.16,343.00,16.33
2020-05-31 14:36:00,76.5,2.280,0.236,14.00,40.00,17.11
2020-05-31 14:42:00,75.7,2.228,0.312,15.16,34.00,20.22
2020-05-31 14:48:00,75.0,2.280,0.279,19.24,20.00,21.77
2020-05-31 14:54:00,75.9,2.182,0.246,16.13,32.00,19.24
2020-05-31 15:00:00,76.1,2.083,0.243,17.11,27.00,18.66
2020-05-31 15:06:00,76.5,2.172,0.269,14.77,13.00,18.08
2020-05-31 15:12:00,76.1,2.257,0.272,14.97,16.00,16.52
2020-05-31 15:18:00,76.3,2.211,0.269,13.61,17.00,16.72
2020-05-31 15:24:00,76.5,2.362,0.246,11.47,13.00,13.22
2020-05-31 15:30:00,76.6,2.356,0.217,10.69,17.00,12.44
2020-05-31 15:36:00,76.5,2.352,0.230,12.63,3.00,13.41
2020-05-31 15:42:00,76.6,2.421,0.243,10.89,13.00,14.19
2020-05-31 15:48:00,76.8,2.448,0.217,13.80,10.00,15.16
2020-05-31 15:54:00,76.5,2.428,0.243,11.27,16.00,13.80
2020-05-31 16:00:00,76.5,2.484,0.256,10.69,18.00,13.41
2020-05-31 16:06:00,76.5,2.487,0.253,9.72,25.00,11.27
2020-05-31 16:12:00,76.8,2.592,0.226,12.63,39.00,14.38
2020-05-31 16:18:00,77.0,2.592,0.210,11.27,34.00,13.61
2020-05-31 16:24:00,76.6,2.520,0.223,11.47,42.00,14.38
2020-05-31 16:30:00,76.5,2.510,0.236,12.63,43.00,14.38
2020-05-31 16:36:00,76.5,2.507,0.226,13.02,42.00,14.97
2020-05-31 16:42:00,76.6,2.575,0.210,10.50,39.00,14.38
2020-05-31 16:48:00,76.8,2.405,0.226,11.66,37.00,14.58
2020-05-31 16:54:00,77.4,2.402,0.253,11.86,47.00,13.80
2020-05-31 17:00:00,76.5,2.497,0.233,11.86,57.00,14.38
2020-05-31 17:06:00,76.6,2.464,0.256,11.27,52.00,13.22
2020-05-31 17:12:00,77.2,2.418,0.226,11.47,40.00,13.61
2020-05-31 17:18:00,77.2,2.365,0.262,9.91,34.00,12.05
2020-05-31 17:24:00,77.2,2.359,0.233,11.08,40.00,13.80
2020-05-31 17:30:00,77.2,2.388,0.253,12.63,24.00,14.19
2020-05-31 17:36:00,77.2,2.257,0.276,12.05,20.00,13.61
2020-05-31 17:42:00,76.6,2.192,0.256,11.66,8.00,13.41
2020-05-31 17:48:00,76.6,2.234,0.217,11.66,8.00,13.61
2020-05-31 17:54:00,77.0,2.303,0.236,12.44,6.00,14.00
2020-05-31 18:00:00,76.8,2.395,0.266,9.72,8.00,13.02
2020-05-31 18:06:00,77.4,2.343,0.269,10.11,5.00,11.66
2020-05-31 18:12:00,77.0,2.411,0.200,10.30,348.00,11.66
2020-05-31 18:18:00,76.8,2.316,0.207,10.69,2.00,12.25
2020-05-31 18:24:00,76.5,2.365,0.223,12.05,357.00,13.41
2020-05-31 18:30:00,77.2,2.441,0.226,12.05,6.00,14.00
2020-05-31 18:36:00,77.9,2.405,0.236,14.00,16.00,15.55
2020-05-31 18:42:00,77.9,2.333,0.220,18.86,20.00,20.60
2020-05-31 18:48:00,78.1,2.178,0.207,17.69,19.00,21.38
2020-05-31 18:54:00,78.1,2.198,0.236,17.88,26.00,19.63
2020-05-31 19:00:00,77.9,2.152,0.230,19.05,22.00,21.38
2020-05-31 19:06:00,78.6,2.136,0.220,15.16,27.00,19.63
2020-05-31 19:12:00,78.3,2.093,0.207,14.97,32.00,18.66
2020-05-31 19:18:00,78.3,2.113,0.213,14.19,33.00,17.88
2020-05-31 19:24:00,78.6,2.241,0.203,12.83,40.00,15.75
2020-05-31 19:30:00,78.6,2.123,0.187,13.61,46.00,14.77
2020-05-31 19:36:00,79.0,2.142,0.210,12.25,44.00,14.00
2020-05-31 19:42:00,78.8,2.201,0.243,13.61,53.00,14.97
2020-05-31 19:48:00,79.0,2.215,0.223,13.02,59.00,14.38
2020-05-31 19:54:00,79.3,2.241,0.217,14.58,55.00,15.36
2020-05-31 20:00:00,79.7,2.192,0.230,14.38,53.00,16.13
2020-05-31 20:06:00,79.3,2.001,0.240,16.52,42.00,18.47
2020-05-31 20:12:00,79.2,2.034,0.253,15.36,35.00,18.47
2020-05-31 20:18:00,78.8,2.073,0.230,14.97,28.00,17.11
2020-05-31 20:24:00,78.8,2.126,0.236,14.77,22.00,18.27
2020-05-31 20:30:00,78.8,2.106,0.256,15.94,20.00,17.49
2020-05-31 20:36:00,78.6,2.113,0.226,15.16,24.00,17.69
2020-05-31 20:42:00,79.0,2.156,0.240,15.16,22.00,17.30
2020-05-31 20:48:00,78.6,2.123,0.236,14.58,30.00,17.30
2020-05-31 20:54:00,78.8,2.090,0.289,14.38,33.00,17.69
2020-05-31 21:00:00,78.8,2.100,0.220,13.22,34.00,18.27
2020-05-31 21:06:00,79.2,2.103,0.266,13.02,36.00,17.69
2020-05-31 21:12:00,78.6,2.123,0.226,15.16,34.00,17.88
2020-05-31 21:18:00,78.4,2.103,0.220,15.55,50.00,17.88
2020-05-31 21:24:00,77.9,2.136,0.256,16.52,55.00,18.66
2020-05-31 21:30:00,78.3,2.064,0.256,16.72,50.00,18.47
2020-05-31 21:36:00,78.4,2.087,0.246,15.16,48.00,17.69
2020-05-31 21:42:00,77.9,2.087,0.276,15.55,57.00,17.11
2020-05-31 21:48:00,78.3,1.995,0.305,14.58,55.00,16.13
2020-05-31 21:54:00,78.1,1.919,0.276,15.16,60.00,17.88
2020-05-31 22:00:00,78.3,1.877,0.302,14.19,66.00,16.33
2020-05-31 22:06:00,78.3,1.929,0.272,14.58,71.00,16.13
2020-05-31 22:12:00,78.1,1.847,0.325,14.19,69.00,15.16
2020-05-31 22:18:00,78.3,1.837,0.259,13.41,62.00,15.75
2020-05-31 22:24:00,78.4,1.749,0.282,14.00,65.00,15.36
2020-05-31 22:30:00,78.4,1.814,0.259,12.63,67.00,15.36
2020-05-31 22:36:00,78.6,1.706,0.282,13.41,61.00,15.16
2020-05-31 22:42:00,79.0,1.670,0.315,13.80,62.00,15.55
2020-05-31 22:48:00,78.6,1.660,0.269,12.83,67.00,15.75
2020-05-31 22:54:00,79.0,1.657,0.331,12.83,57.00,16.13
2020-05-31 23:00:00,78.8,1.568,0.269,15.16,56.00,16.72
2020-05-31 23:06:00,78.8,1.627,0.272,14.00,59.00,15.55
2020-05-31 23:12:00,78.8,1.657,0.259,15.16,68.00,17.30
2020-05-31 23:18:00,78.6,1.690,0.249,15.16,69.00,17.88
2020-05-31 23:24:00,78.6,1.680,0.253,15.55,70.00,18.47
2020-05-31 23:30:00,78.6,1.745,0.266,14.97,67.00,16.72
2020-05-31 23:36:00,78.6,1.755,0.243,15.16,66.00,17.69
2020-05-31 23:42:00,78.4,1.722,0.253,15.36,56.00,18.08
2020-05-31 23:48:00,78.8,1.755,0.266,14.38,65.00,17.30
2020-05-31 23:54:00,78.4,1.716,0.240,15.55,64.00,17.30
2020-06-01 00:00:00,78.4,1.811,0.279,15.55,60.00,17.11
2020-06-01 00:06:00,78.4,1.791,0.299,17.11,59.00,18.08
2020-06-01 00:12:00,79.0,1.788,0.256,14.19,60.00,17.11
2020-06-01 00:18:00,78.3,1.739,0.292,15.55,66.00,17.30
2020-06-01 00:24:00,78.3,1.683,0.246,15.94,66.00,16.91
2020-06-01 00:30:00,78.4,1.657,0.299,14.97,68.00,17.69
2020-06-01 00:36:00,78.3,1.673,0.259,16.52,68.00,18.47
2020-06-01 00:42:00,78.6,1.677,0.259,15.94,59.00,18.27
2020-06-01 00:48:00,78.6,1.683,0.279,16.33,64.00,18.27
2020-06-01 00:54:00,78.6,1.693,0.315,16.52,67.00,18.08
2020-06-01 01:00:00,78.6,1.742,0.285,15.75,62.00,17.88
2020-06-01 01:06:00,78.6,1.713,0.331,15.55,62.00,17.11
2020-06-01 01:12:00,78.8,1.745,0.289,15.36,63.00,17.30
2020-06-01 01:18:00,78.6,1.827,0.262,16.13,65.00,17.30
2020-06-01 01:24:00,78.8,1.877,0.351,15.94,69.00,17.69
2020-06-01 01:30:00,78.3,1.949,0.302,15.55,62.00,17.49
2020-06-01 01:36:00,78.4,1.946,0.308,16.52,63.00,19.05
2020-06-01 01:42:00,78.6,1.893,0.325,16.33,61.00,19.44
2020-06-01 01:48:00,79.2,1.932,0.364,16.13,62.00,19.44
2020-06-01 01:54:00,78.6,1.909,0.374,16.72,64.00,18.47
2020-06-01 02:00:00,78.6,2.024,0.295,16.33,64.00,18.27
2020-06-01 02:06:00,79.0,2.057,0.305,15.94,62.00,19.63
2020-06-01 02:12:00,78.4,2.067,0.331,16.52,67.00,18.66
2020-06-01 02:18:00,78.6,2.001,0.344,14.97,67.00,17.49
2020-06-01 02:24:00,79.0,1.959,0.335,15.36,60.00,17.49
2020-06-01 02:30:00,79.0,2.011,0.351,14.19,63.00,16.91
2020-06-01 02:36:00,79.0,2.028,0.325,13.80,63.00,17.11
2020-06-01 02:42:00,79.0,2.064,0.364,15.36,67.00,17.11
2020-06-01 02:48:00,79.0,2.119,0.335,14.77,67.00,17.30
2020-06-01 02:54:00,79.0,2.113,0.381,13.80,68.00,16.33
2020-06-01 03:00:00,79.3,2.093,0.322,15.16,64.00,16.13
2020-06-01 03:06:00,79.0,2.123,0.384,15.75,58.00,18.27
2020-06-01 03:12:00,79.0,2.172,0.394,16.13,63.00,17.88
2020-06-01 03:18:00,78.8,2.238,0.351,14.97,60.00,16.91
2020-06-01 03:24:00,79.0,2.231,0.423,15.36,70.00,17.69
2020-06-01 03:30:00,79.0,2.201,0.413,15.16,71.00,17.69
2020-06-01 03:36:00,79.3,2.165,0.348,13.80,67.00,17.69
2020-06-01 03:42:00,78.8,2.234,0.377,15.75,62.00,17.69
2020-06-01 03:48:00,79.2,2.188,0.400,14.58,69.00,17.49
2020-06-01 03:54:00,78.6,2.175,0.446,15.36,68.00,17.49
2020-06-01 04:00:00,78.6,2.142,0.407,14.97,58.00,19.05
2020-06-01 04:06:00,78.8,2.100,0.390,15.55,58.00,17.30
2020-06-01 04:12:00,78.6,2.087,0.417,14.77,60.00,16.91
2020-06-01 04:18:00,78.6,2.021,0.413,14.97,57.00,17.30
2020-06-01 04:24:00,78.8,2.073,0.377,14.97,57.00,16.72
2020-06-01 04:30:00,78.3,2.047,0.446,15.55,63.00,17.11
2020-06-01 04:36:00,78.1,2.067,0.427,15.75,63.00,17.11
2020-06-01 04:42:00,78.3,2.041,0.456,14.77,62.00,17.30
2020-06-01 04:48:00,77.7,2.041,0.417,14.38,69.00,15.75
2020-06-01 04:54:00,77.9,1.965,0.367,14.19,66.00,15.55
2020-06-01 05:00:00,77.9,1.916,0.492,14.38,67.00,15.16
2020-06-01 05:06:00,78.4,1.929,0.459,13.41,66.00,15.16
2020-06-01 05:12:00,78.3,1.982,0.413,13.22,67.00,15.94
2020-06-01 05:18:00,78.3,2.083,0.384,15.36,62.00,16.72
2020-06-01 05:24:00,78.4,2.051,0.413,14.19,69.00,16.13
2020-06-01 05:30:00,78.4,2.014,0.410,14.77,69.00,16.72
2020-06-01 05:36:00,78.6,2.018,0.364,14.19,68.00,15.75
2020-06-01 05:42:00,78.6,2.093,0.407,15.55,61.00,16.91
2020-06-01 05:48:00,79.0,1.978,0.463,15.36,67.00,17.69
2020-06-01 05:54:00,79.2,1.949,0.423,17.88,72.00,21.19
2020-06-01 06:00:00,78.8,2.067,0.344,16.52,81.00,19.24
2020-06-01 06:06:00,78.6,2.080,0.407,15.16,99.00,17.30
2020-06-01 06:12:00,78.6,2.083,0.420,14.58,98.00,17.11
2020-06-01 06:18:00,78.8,2.018,0.377,14.97,105.00,16.33
2020-06-01 06:24:00,78.8,1.995,0.430,14.00,99.00,17.11
2020-06-01 06:30:00,78.8,2.018,0.374,13.22,106.00,16.13
2020-06-01 06:36:00,78.8,1.969,0.449,11.86,112.00,15.55
2020-06-01 06:42:00,78.8,2.067,0.404,12.44,111.00,14.38
2020-06-01 06:48:00,79.2,2.113,0.449,14.97,112.00,17.69
2020-06-01 06:54:00,79.5,2.096,0.410,15.75,106.00,18.86
2020-06-01 07:00:00,79.3,2.051,0.486,15.94,104.00,17.49
2020-06-01 07:06:00,79.2,2.106,0.358,14.97,97.00,19.24
2020-06-01 07:12:00,79.3,2.047,0.404,14.97,106.00,17.69
2020-06-01 07:18:00,79.5,2.070,0.404,16.13,97.00,17.88
2020-06-01 07:24:00,79.3,2.044,0.463,17.49,101.00,19.24
2020-06-01 07:30:00,79.3,1.982,0.436,16.13,102.00,17.88
2020-06-01 07:36:00,79.2,1.893,0.351,16.72,96.00,18.47
2020-06-01 07:42:00,79.3,1.880,0.482,16.33,100.00,18.66
2020-06-01 07:48:00,79.5,1.860,0.453,14.58,98.00,16.91
2020-06-01 07:54:00,79.3,1.854,0.400,14.97,94.00,16.52
2020-06-01 08:00:00,79.3,1.909,0.397,14.38,91.00,15.55
2020-06-01 08:06:00,79.3,1.837,0.377,13.41,91.00,15.94
2020-06-01 08:12:00,79.5,1.909,0.394,14.38,98.00,16.33
2020-06-01 08:18:00,79.5,1.900,0.374,14.19,90.00,17.11
2020-06-01 08:24:00,79.3,1.873,0.371,14.38,89.00,17.88
2020-06-01 08:30:00,79.3,1.870,0.377,14.58,87.00,16.33
2020-06-01 08:36:00,79.7,1.781,0.420,14.58,88.00,16.52
2020-06-01 08:42:00,79.2,1.729,0.394,13.41,89.00,16.52
2020-06-01 08:48:00,79.5,1.814,0.381,13.02,92.00,15.94
2020-06-01 08:54:00,79.5,1.844,0.420,15.16,83.00,16.52
2020-06-01 09:00:00,78.3,1.909,0.390,14.00,83.00,17.69
2020-06-01 09:06:00,78.3,1.831,0.400,15.94,94.00,19.05
2020-06-01 09:12:00,78.4,1.759,0.423,15.55,85.00,17.49
2020-06-01 09:18:00,79.9,1.631,0.407,15.16,101.00,17.49
2020-06-01 09:24:00,79.5,1.686,0.469,16.72,99.00,17.69
2020-06-01 09:30:00,79.7,1.690,0.479,14.19,95.00,16.13
2020-06-01 09:36:00,79.5,1.670,0.390,14.77,94.00,16.72
2020-06-01 09:42:00,79.5,1.660,0.433,15.16,93.00,16.72
2020-06-01 09:48:00,79.3,1.719,0.400,14.77,94.00,16.91
2020-06-01 09:54:00,79.7,1.752,0.397,13.22,91.00,16.33
2020-06-01 10:00:00,79.7,1.683,0.440,13.80,99.00,15.16
2020-06-01 10:06:00,79.7,1.722,0.374,14.77,95.00,16.52
2020-06-01 10:12:00,80.1,1.654,0.331,13.41,95.00,17.49
2020-06-01 10:18:00,79.9,1.670,0.433,14.38,91.00,15.75
2020-06-01 10:24:00,79.3,1.683,0.417,14.38,83.00,16.13
2020-06-01 10:30:00,79.2,1.696,0.390,14.97,76.00,17.11
2020-06-01 10:36:00,78.8,1.755,0.433,14.00,75.00,15.75
2020-06-01 10:42:00,79.3,1.736,0.344,13.41,85.00,15.55
2020-06-01 10:48:00,79.9,1.739,0.400,15.16,94.00,16.91
2020-06-01 10:54:00,79.9,1.742,0.449,15.55,95.00,17.49
2020-06-01 11:00:00,80.1,1.732,0.381,14.00,94.00,17.11
2020-06-01 11:06:00,79.9,1.729,0.328,14.38,93.00,17.88
2020-06-01 11:12:00,79.9,1.667,0.453,15.36,96.00,17.69
2020-06-01 11:18:00,80.1,1.657,0.302,15.75,94.00,17.30
2020-06-01 11:24:00,80.1,1.657,0.328,14.19,92.00,16.52
2020-06-01 11:30:00,79.9,1.686,0.423,14.38,92.00,16.52
2020-06-01 11:36:00,80.1,1.752,0.354,14.19,89.00,16.33
2020-06-01 11:42:00,80.1,1.788,0.446,14.97,92.00,16.52
2020-06-01 11:48:00,80.4,1.778,0.387,13.61,88.00,16.91
2020-06-01 11:54:00,79.9,1.818,0.361,14.58,90.00,16.33
2020-06-01 12:00:00,80.1,1.798,0.390,13.80,87.00,16.13
2020-06-01 12:06:00,79.9,1.824,0.374,13.22,83.00,15.36
2020-06-01 12:12:00,79.2,1.870,0.322,15.94,74.00,17.88
2020-06-01 12:18:00,79.5,1.909,0.322,16.13,79.00,18.27
2020-06-01 12:24:00,79.3,1.932,0.420,18.08,75.00,19.63
2020-06-01 12:30:00,79.3,1.873,0.351,17.69,78.00,19.63
2020-06-01 12:36:00,79.5,1.916,0.354,15.94,71.00,19.63
2020-06-01 12:42:00,79.0,2.041,0.338,16.52,66.00,19.44
2020-06-01 12:48:00,78.8,1.995,0.387,14.97,62.00,18.27
2020-06-01 12:54:00,79.2,1.923,0.436,13.41,60.00,17.49
2020-06-01 13:00:00,79.0,1.972,0.413,14.77,63.00,16.52
2020-06-01 13:06:00,79.2,1.991,0.325,14.58,63.00,16.91
2020-06-01 13:12:00,79.3,2.057,0.371,13.80,66.00,16.13
2020-06-01 13:18:00,79.3,2.096,0.299,13.22,69.00,15.55
2020-06-01 13:24:00,79.5,2.034,0.367,12.63,64.00,15.94
2020-06-01 13:30:00,79.5,2.093,0.358,12.25,60.00,13.80
2020-06-01 13:36:00,79.3,2.149,0.322,9.91,63.00,13.41
2020-06-01 13:42:00,79.3,2.146,0.348,12.05,54.00,13.02
2020-06-01 13:48:00,78.8,2.110,0.384,13.61,36.00,16.33
2020-06-01 13:54:00,78.8,2.096,0.312,12.05,34.00,14.97
2020-06-01 14:00:00,78.4,2.051,0.338,14.38,43.00,15.16
2020-06-01 14:06:00,77.0,1.969,0.335,15.16,39.00,19.05
2020-06-01 14:12:00,77.4,1.949,0.299,10.30,29.00,13.41
2020-06-01 14:18:00,77.4,1.991,0.351,7.97,33.00,10.11
2020-06-01 14:24:00,77.4,2.067,0.299,8.36,19.00,9.91
2020-06-01 14:30:00,76.3,2.028,0.292,12.83,7.00,14.97
2020-06-01 14:36:00,76.3,2.008,0.325,8.75,354.00,13.80
2020-06-01 14:42:00,75.7,2.008,0.322,13.61,347.00,17.11
2020-06-01 14:48:00,75.4,2.096,0.348,14.58,350.00,18.47
2020-06-01 14:54:00,74.8,2.178,0.322,4.67,337.00,16.91
2020-06-01 15:00:00,74.5,2.241,0.335,10.50,339.00,13.22
2020-06-01 15:06:00,74.3,2.280,0.328,11.27,14.00,14.38
2020-06-01 15:12:00,74.3,2.339,0.253,7.78,37.00,10.89
2020-06-01 15:18:00,74.1,2.267,0.344,10.69,357.00,12.83
2020-06-01 15:24:00,73.9,2.323,0.295,13.41,335.00,14.58
2020-06-01 15:30:00,73.4,2.300,0.299,8.55,318.00,13.02
2020-06-01 15:36:00,73.4,2.277,0.299,8.16,302.00,10.30
2020-06-01 15:42:00,73.2,2.198,0.305,9.91,304.00,17.49
2020-06-01 15:48:00,73.4,2.238,0.299,8.94,286.00,16.72
2020-06-01 15:54:00,73.6,2.211,0.331,7.58,317.00,10.11
2020-06-01 16:00:00,72.7,2.201,0.289,11.47,317.00,15.16
2020-06-01 16:06:00,72.7,2.205,0.341,9.72,322.00,14.77
2020-06-01 16:12:00,72.9,2.228,0.351,7.78,322.00,10.89
2020-06-01 16:18:00,73.2,2.254,0.266,10.30,325.00,11.47
2020-06-01 16:24:00,73.2,2.260,0.269,9.72,324.00,12.05
2020-06-01 16:30:00,73.6,2.224,0.328,11.66,327.00,14.00
2020-06-01 16:36:00,73.8,2.218,0.312,10.89,337.00,12.83
2020-06-01 16:42:00,73.8,2.188,0.358,10.50,334.00,15.75
2020-06-01 16:48:00,73.6,2.185,0.387,10.11,333.00,13.61
2020-06-01 16:54:00,74.1,2.198,0.279,7.58,334.00,10.30
2020-06-01 17:00:00,74.5,2.257,0.331,9.91,336.00,11.66
2020-06-01 17:06:00,74.3,2.188,0.285,10.30,326.00,12.25
2020-06-01 17:12:00,73.9,2.241,0.315,13.02,332.00,14.97
2020-06-01 17:18:00,74.1,2.224,0.305,14.97,343.00,16.33
2020-06-01 17:24:00,73.8,2.172,0.299,16.33,343.00,20.22
2020-06-01 17:30:00,73.4,2.123,0.279,16.52,351.00,19.63
2020-06-01 17:36:00,73.6,2.096,0.276,16.72,349.00,19.44
2020-06-01 17:42:00,73.6,2.142,0.292,16.52,352.00,18.47
2020-06-01 17:48:00,73.0,2.208,0.259,20.80,357.00,23.13
2020-06-01 17:54:00,73.4,2.215,0.354,17.69,353.00,21.58
2020-06-01 18:00:00,72.3,2.238,0.351,18.86,355.00,21.19
2020-06-01 18:06:00,72.0,2.323,0.325,18.27,354.00,21.97
2020-06-01 18:12:00,71.8,2.369,0.289,18.08,351.00,20.99
2020-06-01 18:18:00,71.8,2.323,0.269,16.13,347.00,19.63
2020-06-01 18:24:00,72.1,2.274,0.295,16.13,344.00,19.24
2020-06-01 18:30:00,72.7,2.247,0.295,15.94,344.00,18.86
2020-06-01 18:36:00,73.4,2.192,0.367,15.75,343.00,19.24
2020-06-01 18:42:00,73.8,2.159,0.308,16.33,341.00,19.05
2020-06-01 18:48:00,73.6,2.077,0.285,14.58,346.00,19.83
2020-06-01 18:54:00,73.6,2.014,0.276,14.19,345.00,16.33
2020-06-01 19:00:00,73.9,2.044,0.272,14.00,346.00,16.33
2020-06-01 19:06:00,74.5,2.070,0.325,12.83,350.00,14.97
2020-06-01 19:12:00,74.5,2.001,0.305,12.25,352.00,14.97
2020-06-01 19:18:00,74.5,1.972,0.246,11.86,2.00,13.22
2020-06-01 19:24:00,75.2,1.873,0.322,9.14,7.00,12.44
2020-06-01 19:30:00,75.6,1.870,0.299,11.08,16.00,12.63
2020-06-01 19:36:00,75.4,1.932,0.292,12.25,38.00,14.19
2020-06-01 19:42:00,76.1,1.886,0.282,11.66,43.00,13.61
2020-06-01 19:48:00,75.9,1.913,0.266,12.44,47.00,14.58
2020-06-01 19:54:00,76.5,1.860,0.318,11.66,40.00,13.41
2020-06-01 20:00:00,76.3,1.893,0.279,12.83,42.00,14.58
2020-06-01 20:06:00,76.6,1.903,0.299,11.66,51.00,14.38
2020-06-01 20:12:00,76.6,1.949,0.295,13.80,53.00,15.16
2020-06-01 20:18:00,77.0,1.929,0.305,14.00,53.00,15.75
2020-06-01 20:24:00,77.2,1.824,0.243,16.33,50.00,18.47
2020-06-01 20:30:00,77.4,1.873,0.354,16.72,49.00,20.02
2020-06-01 20:36:00,77.2,1.844,0.292,17.49,45.00,19.83
2020-06-01 20:42:00,77.4,1.788,0.276,17.49,55.00,19.83
2020-06-01 20:48:00,77.0,1.703,0.305,17.88,53.00,20.02
2020-06-01 20:54:00,,1.683,0.000,,,
2020-06-01 21:00:00,,1.670,0.000,,,
2020-06-01 21:06:00,,1.690,0.000,,,
2020-06-01 21:12:00,77.7,1.762,0.387,16.72,61.00,18.08
2020-06-01 21:18:00,77.4,1.775,0.299,19.05,59.00,20.99
2020-06-01 21:24:00,77.2,1.795,0.305,17.49,59.00,20.60
2020-06-01 21:30:00,77.2,1.736,0.351,18.27,57.00,20.99
2020-06-01 21:36:00,76.8,1.752,0.282,18.47,59.00,20.99
2020-06-01 21:42:00,76.8,1.693,0.322,17.69,67.00,20.22
2020-06-01 21:48:00,76.8,1.647,0.302,16.91,70.00,19.83
2020-06-01 21:54:00,76.8,1.575,0.371,16.72,66.00,18.47
2020-06-01 22:00:00,77.2,1.604,0.328,16.33,66.00,18.66
2020-06-01 22:06:00,77.2,1.650,0.289,18.08,70.00,19.44
2020-06-01 22:12:00,77.4,1.660,0.318,18.86,69.00,20.60
2020-06-01 22:18:00,77.0,1.660,0.308,18.47,74.00,19.83
2020-06-01 22:24:00,77.0,1.690,0.312,17.30,74.00,20.99
2020-06-01 22:30:00,77.2,1.621,0.315,16.33,81.00,18.08
